start_date,start_time,start_temp,start_weather,end_date,end_time,end_temp,end_weather,location,species,number,sun_expos,plant_location,lawn_dist,bird_dist,bird_type,building_dist,road_dist,tree_dist,patch_diversity,patch_flower_diversity,patch_percent_native,mw_density,nearby_mw,total_num_mw_species,total_mw_stems,num_TUB_stems,num_SYR_stems,num_INC_stems,num_CUR_stems,percent_lawn,habitat,property_trees,mw_height_cm,mw_phenology,nearby_diversity,nearby_flower_diversity,nearby_flower_identity,nearby_tallest_identity,nearby_tallest_height_cm,honeydew,sooty_mold,cat_age,cat_length_mm,cat_treatment,cat_survival,cat_feeding_sites,control_cat_eaten,open_cat_body_present,num_myzo,num_nerii,myzo_leaf,nerii_leaf,num_other_aphid,identity_other_aphid,total_num_aphid
8/5/25,13:40,81,sunny,8/6/25,12:23,75,cloudy,AW,SYR,3,shade,middle,11,na,na,20,5,12,10,5,25,1,SYR,3,45,5,30,10,0,,,,60,vegetative,4,0,,Common milkweed,66,n,n,8,9,control,y,1,na,,0,0,0,0,0,na,0
8/5/25,13:40,81,sunny,8/6/25,12:23,75,cloudy,AW,SYR,3,shade,middle,10,na,na,20,5,12,10,5,25,1,SYR,3,45,5,30,10,0,,,,60,vegetative,4,0,,Common milkweed,66,n,n,8,9,open,y,1,na,,0,0,0,0,0,na,0
7/9/25,13:10,80,cloudy,7/10/25,14:18,81,sunny,BH,INC,1,partial,middle ,3,na,na,30,20,2,16,5,25,4,INC,3,32,10,0,15,7,,,,99,flowering,8,0,,Swamp milkweed,98,n,n,7,16,control,y,2,na,,0,0,0,0,0,na,0
7/9/25,13:10,80,cloudy,7/10/25,14:18,81,sunny,BH,INC,1,partial,middle ,2,na,na,30,20,2,16,5,25,4,INC,3,32,10,0,15,7,,,,99,flowering,8,0,,Swamp milkweed,98,n,n,7,12,open,n,0,na,,0,0,0,0,0,na,0
7/9/25,13:10,80,cloudy,7/10/25,14:21,81,sunny,BH,INC,2,partial,middle ,16,na,na,20,10,10,16,5,25,2,INC,3,32,10,0,15,7,,,,102,post-flowering,4,1,,Swamp milkweed,107,n,n,7,10,control,y,3,na,,0,0,0,0,0,na,0
7/9/25,13:10,80,cloudy,7/10/25,14:21,81,sunny,BH,INC,2,partial,middle ,15,na,na,20,10,10,16,5,25,2,INC,3,32,10,0,15,7,,,,102,post-flowering,4,1,,Swamp milkweed,107,n,n,7,9,open,n,0,na,,0,0,0,0,0,na,0
7/22/25,15:34,78,sunny,7/23/25,12:38,78,sunny,BH,INC,3,shade,middle ,21,na,na,25,10,10,16,5,25,2,INC,3,32,10,0,15,7,,,,117,pre-flowering,1,0,,Swamp milkweed,7,n,n,4,4,control ,y,1,na,,0,200-500,0,0,0,na,200-500
7/22/25,15:34,78,sunny,7/23/25,12:38,78,sunny,BH,INC,3,shade,middle ,20,na,na,25,10,10,16,5,25,2,INC,3,32,10,0,15,7,,,,117,pre-flowering,1,0,,Swamp milkweed,7,n,n,4,7,open,n,0,na,,0,200-500,0,0,0,na,200-500
7/22/25,15:37,78,sunny,7/23/25,12:40,78,sunny,BH,INC,4,shade,middle ,21,na,na,25,10,10,16,5,25,4,INC,3,32,10,0,15,7,,,,92,flowering,5,1,,3:33 photo,97,n,n,4,4,control ,y,1,na,,0,<50,0,0,0,na,<50
7/22/25,15:37,78,sunny,7/23/25,12:40,78,sunny,BH,INC,4,shade,middle ,20,na,na,25,10,10,16,5,25,4,INC,3,32,10,0,15,7,,,,92,flowering,5,1,,3:33 photo,97,n,n,4,6,open,y,1,na,,0,<50,0,0,0,na,<50
8/5/25,14:29,81,sunny,8/6/25,12:53,77,cloudy,BH,INC,1,partial,middle ,5,na,na,30,20,2,16,5,25,4,INC,3,32,10,0,15,7,,,,105,flowering,4,1,,Swamp milkweed,95,n,n,8,10,control,y,0,na,,0,>1000,1,0,0,na,>1000
8/5/25,14:29,81,sunny,8/6/25,12:53,77,cloudy,BH,INC,1,partial,middle ,4,na,na,30,20,2,16,5,25,4,INC,3,32,10,0,15,7,,,,105,flowering,4,1,,Swamp milkweed,95,n,n,8,12,open,n,0,na,,0,>1000,1,0,0,na,>1000
8/5/25,14:33,81,sunny,8/6/25,12:52,77,cloudy,BH,INC,5,shade,middle ,3,na,na,25,10,2,16,5,25,4,INC,3,32,10,0,15,7,,,,42,vegetative,6,2,,Swamp milkweed,71,n,n,8,9,control,y,3,na,,0,>1000,1,0,0,na,>1000
8/5/25,14:33,81,sunny,8/6/25,12:52,77,cloudy,BH,INC,5,shade,middle ,2,na,na,25,10,2,16,5,25,4,INC,3,32,10,0,15,7,,,,42,vegetative,6,2,,Swamp milkweed,71,n,n,8,10,open,n,0,na,,0,>1000,1,0,0,na,>1000
7/8/25,13:19,81,raining,7/9/25,11:54,77,cloudy,CE,INC,1,full ,middle ,3,na,na,20,5,25,21,10,75,1,INC,2,25,0,20,5,0,,,,73,pre-flowering,6,1,,NE Aster,73,n,n,6,11,control ,y,2,na,,0,0,0,0,0,na,0
7/8/25,13:19,81,raining,7/9/25,11:54,77,cloudy,CE,INC,1,full ,middle ,2,na,na,20,5,25,21,10,75,1,INC,2,25,0,20,5,0,,,,73,pre-flowering,6,1,,NE Aster,73,n,n,6,6,open,n,0,na,,0,0,0,0,0,na,0
7/8/25,13:23,81,raining,7/9/25,11:55,77,cloudy,CE,INC,2,partial,middle,2,na,na,15,15,40,21,10,75,1,INC,2,25,0,20,5,0,,,,40,vegetative,9,1,,Grass,111,n,n,6,10,control ,y,1,na,,0,0,0,0,0,na,0
7/8/25,13:23,81,raining,7/9/25,11:55,77,cloudy,CE,INC,2,partial,middle,1,na,na,15,15,40,21,10,75,1,INC,2,25,0,20,5,0,,,,40,vegetative,9,1,,Grass,111,n,n,6,12,open,n,0,na,,0,0,0,0,0,na,0
7/8/25,13:28,81,raining,7/9/25,11:55,77,cloudy,CE,SYR,1,full ,edge,1,na,na,12,15,30,21,10,75,0,na,2,25,0,20,5,0,,,,91,post-flowering,11,0,,Common milkweed,84,n,n,6,8,control ,y,0,na,,<50,0,0,0,0,na,<50
7/8/25,13:28,81,raining,7/9/25,11:55,77,cloudy,CE,SYR,1,full ,edge,0,na,na,12,15,30,21,10,75,0,na,2,25,0,20,5,0,,,,91,post-flowering,11,0,,Common milkweed,84,n,n,6,13,open,n,0,na,,<50,0,0,0,0,na,<50
7/8/25,13:31,81,raining,7/9/25,11:57,77,cloudy,CE,SYR,2,full ,edge,2,na,na,15,12,30,21,10,75,3,"3 SYR, 1 INC",2,25,0,20,5,0,,,,68,vegetative,13,1,,Grass,105,n,n,6,8,control ,n,1,"totally gone, hole in bag",,0,0,0,0,0,na,0
7/8/25,13:31,81,raining,7/9/25,11:57,77,cloudy,CE,SYR,2,full ,edge,1,na,na,15,12,30,21,10,75,3,"2 SYR, 1 INC",2,25,0,20,5,0,,,,68,vegetative,13,1,,Grass,105,n,n,6,7,open,y,0,na,,0,0,0,0,0,na,0
7/22/25,15:00,76,sunny,7/23/25,11:50,76,cloudy,CE,INC,3,full ,middle ,3,na,na,25,5,25,21,10,75,1,INC,2,25,0,20,5,0,,,,78,flowering,9,3,,Wild carrot,104,n,n,4,5,control ,y,3,na,,0,0,0,0,0,na,0
7/22/25,15:00,76,sunny,7/23/25,11:50,76,cloudy,CE,INC,3,full ,middle ,2,na,na,25,5,25,21,10,75,1,INC,2,25,0,20,5,0,,,,78,flowering,9,3,,Wild carrot,104,n,n,4,5,open,y,0,na,,0,0,0,0,0,na,0
7/22/25,15:05,76,sunny,7/23/25,11:52,76,cloudy,CE,INC,4,full ,middle ,3,na,na,15,15,40,21,10,75,2,INC,2,25,0,20,5,0,,,,51,vegetative,9,2,,Bee balm,77,n,n,4,5,control ,y,2,na,,0,0,0,0,0,na,0
7/22/25,15:05,76,sunny,7/23/25,11:52,76,cloudy,CE,INC,4,full ,middle ,2,na,na,15,15,40,21,10,75,2,INC,2,25,0,20,5,0,,,,51,vegetative,9,2,,Bee balm,77,n,n,4,5,open,n,1,na,,0,0,0,0,0,na,0
7/22/25,15:09,76,sunny,7/23/25,11:53,76,cloudy,CE,SYR,3,full ,edge,1,na,na,10,20,30,21,10,75,0,na,2,25,0,20,5,0,,,,73,pre-flowering,9,1,,Grass,75,n,n,4,6,control ,y,1,na,,<50,<50,0,0,0,na,50-200
7/22/25,15:09,76,sunny,7/23/25,11:53,76,cloudy,CE,SYR,3,full ,edge,0,na,na,10,20,30,21,10,75,0,na,2,25,0,20,5,0,,,,73,pre-flowering,9,1,,Grass,75,n,n,4,6,open,n,0,na,,<50,<50,0,0,0,na,50-200
7/22/25,15:13,76,sunny,7/23/25,11:55,76,cloudy,CE,SYR,4,full ,edge,2,na,na,15,20,30,21,10,75,5,SYR,2,25,0,20,5,0,,,,152,fruiting,5,0,,White mulberry,182,n,n,4,7,control ,y,1,na,,0,0,0,0,0,na,0
7/22/25,15:13,76,sunny,7/23/25,11:55,76,cloudy,CE,SYR,4,full ,edge,1,na,na,15,20,30,21,10,75,5,SYR,2,25,0,20,5,0,,,,152,fruiting,5,0,,White mulberry,182,n,n,4,6,open,n,0,na,,0,0,0,0,0,na,0
8/5/25,13:21,82,sunny,8/6/25,12:06,75,cloudy,CE,INC,1,full ,middle ,5,na,na,20,5,25,21,10,75,1,INC,2,25,0,20,5,0,,,,84,pre-flowering,6,3,,Aster,109,n,n,8,13,control,y,1,na,,0,0,0,0,0,na,0
8/5/25,13:21,82,sunny,8/6/25,12:06,75,cloudy,CE,INC,1,full ,middle ,4,na,na,20,5,25,21,10,75,1,INC,2,25,0,20,5,0,,,,84,pre-flowering,6,3,,Aster,109,n,n,8,10,open,n,0,na,,0,0,0,0,0,na,0
8/5/25,13:18,82,sunny,8/6/25,12:10,75,cloudy,CE,INC,5,full ,edge,2,na,na,15,15,40,21,10,75,4,SYR,2,25,0,20,5,0,,,,85,pre-flowering,5,0,,Common milkweed,105,n,n,8,10,control,y,1,na,,0,<50,0,0,0,na,<50
8/5/25,13:18,82,sunny,8/6/25,12:10,75,cloudy,CE,INC,5,full ,edge,1,na,na,15,15,40,21,10,75,4,SYR,2,25,0,20,5,0,,,,85,pre-flowering,5,0,,Common milkweed,105,n,n,8,14,open,n,0,na,,0,<50,0,0,0,na,<50
8/5/25,13:12,82,sunny,8/6/25,12:07,75,cloudy,CE,SYR,1,full ,edge,3,na,na,12,15,30,21,10,75,0,na,2,25,0,20,5,0,,,,89,vegetative,4,0,,American aster,90,n,n,8,10,control,y,2,na,,0,50-200,0,10,0,na,50-200
8/5/25,13:12,82,sunny,8/6/25,12:07,75,cloudy,CE,SYR,1,full ,edge,2,na,na,12,15,30,21,10,75,0,na,2,25,0,20,5,0,,,,89,vegetative,4,0,,American aster,90,n,n,8,10,open,n,1,na,,0,50-200,0,10,0,na,50-200
8/5/25,13:13,82,sunny,8/6/25,12:08,75,cloudy,CE,SYR,5,full ,edge,2,na,na,10,25,30,21,10,75,3,SYR,2,25,0,20,5,0,,,,114,fruiting,5,0,,Common milkweed,153,n,n,8,8,control,y,1,na,,<50,0,0,0,0,na,<50
8/5/25,13:13,82,sunny,8/6/25,12:08,75,cloudy,CE,SYR,5,full ,edge,1,na,na,10,25,30,21,10,75,3,SYR,2,25,0,20,5,0,,,,114,fruiting,5,0,,Common milkweed,153,n,n,8,9,open,n,0,na,,<50,0,0,0,0,na,<50
6/24/25,11:01,85,sunny,25-Jun,10:38,80,sunny,EB,INC,1,shade,middle,15,10,pond,30,100,8,14,6,50,1,INC,3,115,10,100,5,0,,,,105,flowering,6,0,,Swamp milkweed,85,n,n,11,12,control ,y,2,na,,0,0,0,0,0,na,0
6/24/25,11:01,85,sunny,25-Jun,10:38,80,sunny,EB,INC,1,shade,middle,15,10,pond,30,100,8,14,6,50,1,INC,3,115,10,100,5,0,,,,105,flowering,6,0,,Swamp milkweed,85,n,n,11,15,open,y,1,na,,0,0,0,0,0,na,0
6/24/25,11:07,85,sunny,25-Jun,10:35,80,sunny,EB,INC,2,partial,middle ,6,na,na,15,50,3,14,6,50,1,INC,3,115,10,100,5,0,,,,115,flowering,5,0,,Aster,137,n,n,11,15,control ,y,2,na,,0,0,0,0,0,na,0
6/24/25,11:07,85,sunny,25-Jun,10:35,80,sunny,EB,INC,2,partial,middle ,5,na,na,15,50,3,14,6,50,1,INC,3,115,10,100,5,0,,,,115,flowering,5,0,,Aster,137,n,n,11,13,open,n,1,na,,0,0,0,0,0,na,0
6/24/25,10:43,85,sunny,25-Jun,10:32,80,sunny,EB,SYR,1,full ,edge,2,na,na,15,25,10,15,6,75,2,SYR,3,115,10,100,5,0,,,,108,flowering,4,0,,Common milkweed,125,n,n,11,17,control ,y,1,na,,50-200,0,4,0,0,na,50-200
6/24/25,10:43,85,sunny,25-Jun,10:32,80,sunny,EB,SYR,1,full ,edge,1,na,na,15,25,10,15,6,75,2,SYR,3,115,10,100,5,0,,,,108,flowering,4,0,,Common milkweed,125,n,n,11,11,open,y,1,na,,50-200,0,4,0,0,na,50-200
6/24/25,10:54,85,sunny,25-Jun,10:31,80,sunny,EB,SYR,2,partial,edge,1,na,na,20,25,10,15,6,75,0,na,3,115,10,100,5,0,,,,98,vegetative,4,0,,10:52 photo,190,n,n,11,14,control ,y,2,na,,<50,0,11,0,0,na,<50
6/24/25,10:54,85,sunny,25-Jun,10:31,80,sunny,EB,SYR,2,partial,edge,0,na,na,20,25,10,15,6,75,0,na,3,115,10,100,5,0,,,,98,vegetative,4,0,,10:52 photo,190,n,n,11,15,open,n,0,na,,<50,0,0,0,0,na,<50
7/9/25,12:40,80,cloudy,7/10/25,14:02,81,sunny,EB,INC,3,shade,middle ,10,6,pond,30,100,8,14,6,50,1,INC,3,115,10,100,5,0,,,,87,vegetative,7,1,,Swamp milkweed,118,n,n,7,11,control ,y,1,na,,0,0,0,0,0,na,0
7/9/25,12:40,80,cloudy,7/10/25,14:02,81,sunny,EB,INC,3,shade,middle ,10,6,pond,30,100,8,14,6,50,1,INC,3,115,10,100,5,0,,,,87,vegetative,7,1,,Swamp milkweed,118,n,n,7,12,open,n,0,na,,0,0,0,0,0,na,0
7/9/25,12:47,80,cloudy,7/10/25,14:03,81,sunny,EB,INC,4,partial ,middle ,5,35,pond,20,60,3,14,6,50,1,INC,3,115,10,100,5,0,,,,133,vegetative,5,2,,Wingstem,172,n,n,7,12,control,y,1,na,,0,0,0,0,0,na,0
7/9/25,12:47,80,cloudy,7/10/25,14:03,81,sunny,EB,INC,4,partial ,middle ,5,35,pond,20,60,3,14,6,50,1,INC,3,115,10,100,5,0,,,,133,vegetative,5,2,,Wingstem,172,n,n,7,12,open,n,0,na,,0,0,0,0,0,na,0
7/9/25,12:25,80,cloudy,7/10/25,13:54,81,sunny,EB,SYR,3,full ,middle ,2,na,na,25,25,15,15,6,75,4,SYR,3,115,10,100,5,0,,,,89,vegetative,8,1,,Common milkweed,166,y,n,7,11,control,y,0,na,,200-500,0,40,0,0,na,200-500
7/9/25,12:25,80,cloudy,7/10/25,13:54,81,sunny,EB,SYR,3,full ,middle ,1,na,na,25,25,15,15,6,75,4,SYR,3,115,10,100,5,0,,,,89,vegetative,8,1,,Common milkweed,166,y,n,7,10,open,n,0,na,,200-500,0,40,0,0,na,200-500
7/9/25,12:31,80,cloudy,7/10/25,13:58,81,sunny,EB,SYR,4,full ,middle ,1,na,na,15,35,15,15,6,75,4,SYR,3,115,10,100,5,0,,,,151,post-flowering,9,1,,Common milkweed,159,n,n,7,13,control,y,1,na,,200-500,0,5,0,0,na,200-500
7/9/25,12:31,80,cloudy,7/10/25,13:58,81,sunny,EB,SYR,4,full ,middle ,0,na,na,15,35,15,15,6,75,4,SYR,3,115,10,100,5,0,,,,151,post-flowering,9,1,,Common milkweed,159,n,n,7,10,open,n,0,na,,200-500,0,5,0,0,na,200-500
7/22/25,13:45,74,sunny,7/23/25,12:05,76,cloudy,EB,INC,1,shade,middle,15,10,pond,30,100,8,14,6,50,1,INC,3,115,10,100,5,0,,,,100,fruiting,6,2,,Cup flower,181,n,n,4,7,control ,y,0,na,,0,0,0,0,0,na,0
7/22/25,13:45,74,sunny,7/23/25,12:05,76,cloudy,EB,INC,1,shade,middle,15,10,pond,30,100,8,14,6,50,1,INC,3,115,10,100,5,0,,,,100,fruiting,6,2,,Cup flower,181,n,n,4,6,open,y,0,na,,0,0,0,0,0,na,0
7/22/25,13:52,74,sunny,7/23/25,12:09,76,cloudy,EB,INC,2,partial,middle ,8,na,na,15,50,3,14,6,50,1,INC,3,115,10,100,5,0,,,,109,vegetative,4,1,,Aster,146,n,n,4,6,control ,y,0,na,,0,0,0,0,0,na,0
7/22/25,13:52,74,sunny,7/23/25,12:09,76,cloudy,EB,INC,2,partial,middle ,7,na,na,15,50,3,14,6,50,1,INC,3,115,10,100,5,0,,,,109,vegetative,4,1,,Aster,146,n,n,4,7,open,y,1,na,,0,0,0,0,0,na,0
7/22/25,13:57,74,sunny,7/23/25,12:13,76,cloudy,EB,SYR,1,full ,edge,4,na,na,15,25,10,15,6,75,2,SYR,3,115,10,100,5,0,,,,115,fruiting,6,2,,Common milkweed,152,n,n,4,4,control ,y,2,na,,50-200,0,0,0,0,na,50-200
7/22/25,13:57,74,sunny,7/23/25,12:13,76,cloudy,EB,SYR,1,full ,edge,3,na,na,15,25,10,15,6,75,2,SYR,3,115,10,100,5,0,,,,115,fruiting,6,2,,Common milkweed,152,n,n,4,6,open,y,0,na,,50-200,0,0,0,0,na,50-200
7/22/25,13:40,74,sunny,7/23/25,12:07,76,cloudy,EB,SYR,5,full ,middle ,3,10,pond,20,60,3,15,6,75,0,na,3,115,10,100,5,0,,,,47,vegetative,7,0,,Aster,58,n,n,4,7,control ,y,0,na,,<50,0,2,0,0,na,<50
7/22/25,13:40,74,sunny,7/23/25,12:07,76,cloudy,EB,SYR,5,full ,middle ,3,10,pond,20,60,3,15,6,75,0,na,3,115,10,100,5,0,,,,47,vegetative,7,0,,Aster,58,n,n,4,6,open,y,1,na,,<50,0,2,0,0,na,<50
8/5/25,14:08,81,cloudy,8/6/25,12:35,76,cloudy,EB,INC,2,partial,middle ,10,na,na,15,50,3,14,6,50,1,INC,3,115,10,100,5,0,,,,125,vegetative,4,2,,Aster,189,n,n,8,11,control,y,1,na,,0,0,0,0,0,na,0
8/5/25,14:08,81,cloudy,8/6/25,12:35,76,cloudy,EB,INC,2,partial,middle ,9,na,na,15,50,3,14,6,50,1,INC,3,115,10,100,5,0,,,,125,vegetative,4,2,,Aster,189,n,n,8,7,open,y,1,na,,0,0,0,0,0,na,0
8/5/25,14:09,81,cloudy,8/6/25,12:36,76,cloudy,EB,INC,4,partial ,middle ,5,35,pond,20,60,3,14,6,50,1,INC,3,115,10,100,5,0,,,,130,vegetative,4,2,,Aster,156,n,n,8,10,control,y,1,na,,0,0,0,0,0,na,0
8/5/25,14:09,81,cloudy,8/6/25,12:36,76,cloudy,EB,INC,4,partial ,middle ,5,35,pond,20,60,3,14,6,50,1,INC,3,115,10,100,5,0,,,,130,vegetative,4,2,,Aster,156,n,n,8,13,open,y,0,na,,0,0,0,0,0,na,0
8/5/25,13:57,82,sunny,8/6/25,12:31,76,cloudy,EB,SYR,2,partial,edge,3,na,na,20,25,10,15,6,75,0,na,3,115,10,100,5,0,,,,127,post-flowering,6,0,,Walnut tree,168,n,y,8,7,control,y,0,na,,0,<50,0,2,0,na,<50
8/5/25,13:57,82,sunny,8/6/25,12:31,76,cloudy,EB,SYR,2,partial,edge,2,na,na,20,25,10,15,6,75,0,na,3,115,10,100,5,0,,,,127,post-flowering,6,0,,Walnut tree,168,n,y,8,9,open,y,1,na,,0,<50,0,2,0,na,<50
8/5/25,14:00,82,sunny,8/6/25,12:33,76,cloudy,EB,SYR,3,full ,middle ,4,na,na,25,25,15,15,6,75,4,SYR,3,115,10,100,5,0,,,,104,vegetative,6,0,,Common milkweed,124,n,y,8,6,control,y,1,na,,0,50-200,0,10,0,na,50-200
8/5/25,14:00,82,sunny,8/6/25,12:33,76,cloudy,EB,SYR,3,full ,middle ,3,na,na,25,25,15,15,6,75,4,SYR,3,115,10,100,5,0,,,,104,vegetative,6,0,,Common milkweed,124,n,y,8,10,open,y,1,na,,0,50-200,0,10,0,na,50-200
7/8/25,9:08,74,cloudy,7/9/25,9:16,72,cloudy,GT,SYR,1,full ,edge,1,80,birdhouse,150,60,10,15,5,50,0,na,1,200,0,200,0,0,,,,99,post-flowering,5,0,,Grass,100,n,n,6,12,control ,y,3,na,,50-200,0,10,0,0,na,50-200
7/8/25,9:08,74,cloudy,7/9/25,9:16,72,cloudy,GT,SYR,1,full ,edge,1,80,birdhouse,150,60,10,15,5,50,0,na,1,200,0,200,0,0,,,,99,post-flowering,5,0,,Grass,100,n,n,6,7,open,y,1,na,,50-200,0,10,0,0,na,50-200
7/8/25,9:12,74,cloudy,7/9/25,9:25,72,cloudy,GT,SYR,2,partial ,edge,1,80,birdhouse,150,25,10,15,5,50,0,na,1,200,0,200,0,0,,,,109,flowering,8,1,,Grass,132,n,n,6,10,control ,y,1,na,,200-500,0,10,0,0,na,200-500
7/8/25,9:12,74,cloudy,7/9/25,9:25,72,cloudy,GT,SYR,2,partial ,edge,1,80,birdhouse,150,25,10,15,5,50,0,na,1,200,0,200,0,0,,,,109,flowering,8,1,,Grass,132,n,n,6,11,open,n,0,na,,200-500,0,10,0,0,na,200-500
7/22/25,9:20,64,sunny,7/23/25,9:12,68,cloudy,GT,SYR,3,full ,middle ,151,na,na,150,30,10,15,5,50,0,na,1,200,0,200,0,0,,,,116,vegetative,6,0,,Grass,126,n,n,4,5,control ,y,1,na,,0,0,0,0,0,na,0
7/22/25,9:20,64,sunny,7/23/25,9:12,68,cloudy,GT,SYR,3,full ,middle ,150,na,na,150,30,10,15,5,50,0,na,1,200,0,200,0,0,,,,116,vegetative,6,0,,Grass,126,n,n,4,6,open,y,1,na,,0,0,0,0,0,na,0
7/22/25,9:22,64,sunny,7/23/25,9:15,68,cloudy,GT,SYR,4,full ,edge,151,na,na,150,30,20,15,5,50,1,SYR,1,200,0,200,0,0,,,,94,post-flowering,11,1,,Grass,109,n,n,4,9,control ,n,0,n,,<50,0,0,0,0,na,<50
7/22/25,9:22,64,sunny,7/23/25,9:15,68,cloudy,GT,SYR,4,full ,edge,150,na,na,150,30,20,15,5,50,1,SYR,1,200,0,200,0,0,,,,94,post-flowering,11,1,,Grass,109,n,n,4,7,open,y,0,na,,<50,0,0,0,0,na,<50
8/5/25,9:09,63,sunny,8/6/25,9:44,72,cloudy,GT,SYR,1,full ,edge,1,80,birdhouse,150,60,10,15,5,50,0,na,1,200,0,200,0,0,,,,100,fruiting,5,2,,Grass,77,n,n,8,11,control,y,1,na,,0,0,0,0,0,na,0
8/5/25,9:09,63,sunny,8/6/25,9:44,72,cloudy,GT,SYR,1,full ,edge,1,80,birdhouse,150,60,10,15,5,50,0,na,1,200,0,200,0,0,,,,100,fruiting,5,2,,Grass,77,n,n,8,10,open,y,0,na,,0,0,0,0,0,na,0
8/5/25,9:23,63,sunny,8/6/25,9:47,72,cloudy,GT,SYR,4,full ,edge,153,na,na,150,30,20,15,5,50,1,SYR,1,200,0,200,0,0,,,,95,fruiting,8,1,,Grass,111,n,n,8,13,control,y,1,na,,0,0,0,0,0,na,0
8/5/25,9:23,63,sunny,8/6/25,9:47,72,cloudy,GT,SYR,4,full ,edge,152,na,na,150,30,20,15,5,50,1,SYR,1,200,0,200,0,0,,,,95,fruiting,8,1,,Grass,111,n,n,8,11,open,n,0,na,,0,0,0,0,0,na,0
7/8/25,11:18,80,raining,7/9/25,10:58,75,cloudy,HS,INC,1,full ,edge,3,8,bath,8,60,15,14,10,50,2,INC,3,150,20,100,30,0,,,,74,flowering,1,0,,Swamp milkweed,50,n,n,6,13,control ,y,1,na,,0,0,0,0,0,na,0
7/8/25,11:18,80,raining,7/9/25,10:58,75,cloudy,HS,INC,1,full ,edge,3,8,bath,8,60,15,14,10,50,2,INC,3,150,20,100,30,0,,,,74,flowering,1,0,,Swamp milkweed,50,n,n,6,11,open,y,0,na,,0,0,0,0,0,na,0
